Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
FindMeDialogueDatabase,,,,#b4b0b0ff ---,#7f0000ff ---,#ffffffff b--,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,NodeColor
Number,Special,Special,Special,Special,Text,Files,Text,Boolean,Text
1,,[],,[],Player,[],,TRUE,{{omit}}
2,,[],,[],NPC,[],,FALSE,{{omit}}
3,,[],,[],Merchant,[],,FALSE,{{omit}}
4,Assets/Plugins/Pixel Crushers/Dialogue System/Prefabs/Art/Textures/Shared Textures/Test Portrait.png,[],,[],MARCO,[],,FALSE,#aad600ff
5,,[],,[],Alice,[],,FALSE,{{omit}}
Items
ID
Number
Locations
ID
Number
Variables
ID,Name,Initial Value,Description,InitialValueType
Number,Text,Text,Text,Text
1,Alert,,,Text
3,MarcoGreeting,Hey Marco|Yo Computer boy|Hey Siri..I mean...you know,,Text
Conversations
ID,Title,Description,Actor,Conversant,Overrides
Number,Text,Text,Actor,Actor,JSON
1,MerchantConversation1,"Initial conversation with the Merchant. First time you have spoken to someone from a different time, and you are still confused about how you got here, where you are and who these people are",1,3,"{""useOverrides"":false,""overrideSubtitleSettings"":true,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":false,""showPCSubtitlesDuringLine"":true,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":1,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
2,MARCO_1,"Conversation with MARCO that appears when the player initiates a conversation with MARCO that is not initiated by the game. This conversation is mostly for fun, but may contain hints in particular parts of the game",1,4,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
3,MerchantConversation2,,1,3,"{""useOverrides"":false,""overrideSubtitleSettings"":true,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
4,1526_Marco1,	,1,4,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
5,1526_Marco_InitialConversation,,1,4,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
6,MARCO_1526_Area2EnteredMultiplw,Entered 1526 area 2 multiple times,4,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
7,Underground_Kim_Alice_1,First conversation Kim and Alice ,1,5,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
8,Underground_Kim_Alice_2,First conversation Kim and Alice ,1,5,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
9,Underground_Kim_Alice_3,First conversation Kim and Alice ,1,5,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
10,Underground_Kim_Alice_4,,1,5,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
DialogueEntries
entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Description,French,English,Response Menu Sequence,en,fr,EventGuid,canvasRect
Text,Number,Number,Number,Number,Text,Text,Text,Boolean,Special,Special,Text,Text,Text,Text,Localization,Localization,Text,Localization,Localization,Text,Text
Player_MerchantConversation1_START,1,0,1,3,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},161.0309;30
Merchant_MerchantConversation1_HelloTitle,1,1,3,1,HelloTitle,,Jackanapes!!,False,Block,Normal,,,,Said in the same way someone in modern times might say 'WTF' when interrupted	,Jackanapes!!,Jackanapes!!,{{omit}},{{omit}},{{omit}},{{omit}},162.5603;116.1586
Player_MerchantConversation1_Sorry...I....,1,2,1,3,,Sorry...I....,Im so sorry....,False,Block,Normal,,,SALSA(speech/Test/test3);,,Je suis vraiment désolé,Im so sorry....,{{omit}},{{omit}},{{omit}},{{omit}},158.6885;199.4698
Merchant_MerchantConversation1_4,1,4,3,1,,,Stand off else I’ll fetch you a broken pate! \nWhat do you mean by exciting my horse?,False,Block,Normal,,,,,"Reste à distance, sinon je te casse le crâne !\nQue veux-tu dire par exciter mon cheval ? ",Stand off else I’ll fetch you a broken pate! \nWhat do you mean by exciting my horse?,{{omit}},{{omit}},{{omit}},{{omit}},195.0735;265.9225
Player_MerchantConversation1_5,1,5,1,3,,,I didnt mean it. Forgive me? ,False,Block,Normal,,,"SALSA(speech/Test/test4,,speech/Test/test5);",,Je ne le pensais pas. Me pardonnez-vous ?,I didnt mean it. Forgive me? ,,{{omit}},{{omit}},{{omit}},197.2011;339.1406
Merchant_MerchantConversation1_6,1,6,3,1,,,"From where do you come? Why are you attired so, and speak in this forked tongue? ",False,Block,Normal,,,,,"D'où venez-vous ? Pourquoi êtes-vous vêtus ainsi, et parlez-vous cette langue fourchue ?","From where do you come? Why are you attired so, and speak in this forked tongue? ",{{omit}},{{omit}},{{omit}},{{omit}},197.2011;390.3906
Player_MerchantConversation1_7,1,7,1,3,,,"I’m – I just live along the river, in…",False,Block,Normal,,,SALSA(speech/Test/test3);,,,"I’m – I just live along the river, in…",{{omit}},{{omit}},{{omit}},{{omit}},198.4511;444.1406
Merchant_MerchantConversation1_8,1,8,3,1,,,[em3]ART THOU SATAN?[/em3],False,Block,Normal,,,,Shouted in religious tones,,[em3]ART THOU SATAN?[/em3],{{omit}},[em3]ART THOU SATAN?[/em3],,{{omit}},199.5541;489.2141
Player_MerchantConversation1_9,1,9,1,3,,,"No! What? Look, I’ll just – I’ll just back off. Sorry for freaking out the horse. Chill out, mate",False,Block,Normal,,,TextSync(),"flustering, aplogetic",,"No! What? Look, I’ll just – I’ll just back off. Sorry for freaking out the horse. Chill out, mate",{{omit}},{{omit}},{{omit}},{{omit}},199.5541;539.2141
Merchant_MerchantConversation1_10,1,10,3,1,,,,False,Block,Normal,,,,,,,{{omit}},{{omit}},{{omit}},,199.5541;584.2286
Player_MARCO_1_START,2,0,1,4,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},156;31
Player_MARCO_1_3,2,3,1,4,,,"[lua(RandomElement(Variable[""MarcoGreeting""]))] . Got anything useful for me? ",False,Block,Normal,,RandomizeNextEntry(),,When the conversation starts the player will ask MARCO if he has anything useful to say using one of the MARCO Greetings (recorded separately),,"[lua(RandomElement(Variable[""MarcoGreeting""]))] . Got anything useful for me? ",{{omit}},{{omit}},{{omit}},{{omit}},178;137
MARCO_MARCO_1_4,2,4,4,1,,,Ummm....nope,False,Block,Normal,,,,A randomised response by MARCO,,Ummm....nope,{{omit}},{{omit}},{{omit}},{{omit}},89.8868;250.0566
MARCO_MARCO_1_5,2,5,4,1,,,A cloud weighs around a million tonnes,False,Block,Normal,,,,A randomised response by MARCO,,A cloud weighs around a million tonnes,{{omit}},{{omit}},{{omit}},{{omit}},296;262
MARCO_MARCO_1_7,2,7,4,1,,,Water might not be wet,False,Block,Normal,,,,,,Water might not be wet,{{omit}},{{omit}},{{omit}},{{omit}},517.0566;269.9434
Player_MARCO_1_8,2,8,1,4,,,"Gee, thanks",False,Block,Normal,,,,(sarcastic)	,,"Gee, thanks",{{omit}},{{omit}},{{omit}},{{omit}},86;361
Player_MARCO_1_9,2,9,1,4,,,Holy Shit...well that is interesting,False,Block,Normal,,,,(mildly surprised as you have been just told an interesting fact)	,,Holy Shit...well that is interesting,{{omit}},{{omit}},{{omit}},{{omit}},296;312
Player_MARCO_1_10,2,10,1,4,,,Huh?,False,Block,Normal,,,,,,Huh?,{{omit}},{{omit}},{{omit}},{{omit}},518;319
MARCO_MARCO_1_11,2,11,4,1,,,"This is because most scientists define wetness as a liquid’s ability to maintain contact with a solid surface, meaning that water itself is not wet, but can make other objects wet.",False,Block,Normal,,,,,,"This is because most scientists define wetness as a liquid’s ability to maintain contact with a solid surface, meaning that water itself is not wet, but can make other objects wet.",{{omit}},{{omit}},{{omit}},{{omit}},518;369
Player_MerchantConversation2_START,3,0,1,3,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},160;30
Player_MerchantConversation2_1,3,1,1,3,,,Good day. Apologies for the horse thing. ,False,Block,Normal,,,,,,Good day. Apologies for the horse thing. ,{{omit}},{{omit}},{{omit}},{{omit}},160;80
Merchant_MerchantConversation2_2,3,2,3,1,,,"Good day. No, I should apologise. I should not have implied that you were the Prince of Darkness. The source of all evil. It was an overreaction to a lost apple. ",False,Block,Normal,,,,,,"Good day. No, I should apologise. I should not have implied that you were the Prince of Darkness. The source of all evil. It was an overreaction to a lost apple. ",{{omit}},{{omit}},{{omit}},{{omit}},158;143
Player_MerchantConversation2_Maybe_I_can_ask_a_question__,3,3,1,3,,Maybe I can ask a question? ,"This is me asking a question - what I am asking is quite different to what the player selected. This means we can have a list of questions like 'Ask the merchant about the shop', and when you select that option what Kim actually says is far more interestingly worded than that ",False,Block,Normal,,,,,,"This is me asking a question - what I am asking is quite different to what the player selected. This means we can have a list of questions like 'Ask the merchant about the shop', and when you select that option what Kim actually says is far more interestingly worded than that ",{{omit}},{{omit}},{{omit}},{{omit}},101.9485;269
Player_MerchantConversation2_4,3,4,1,3,,,Or a different question?,False,Block,Normal,,,,,,Or a different question?,{{omit}},{{omit}},{{omit}},{{omit}},298;268
Player_MerchantConversation2_5,3,5,1,3,,,Or even a third question? ,False,Block,Normal,,,,,,Or even a third question? ,{{omit}},{{omit}},{{omit}},{{omit}},506;269
Merchant_MerchantConversation2_6,3,6,3,1,,,Right...you sound nuts,False,Block,Normal,,,,,,Right...you sound nuts,{{omit}},{{omit}},{{omit}},{{omit}},127;439
Merchant_MerchantConversation2_7,3,7,3,1,,,That <b>IS </b> a different question,False,Block,Normal,,,,,,That <b>IS </b> a different question,{{omit}},{{omit}},{{omit}},{{omit}},328;425
Merchant_MerchantConversation2_8,3,8,3,1,,,"Three questions...what am I, a question genie?",False,Block,Normal,,,,,,"Three questions...what am I, a question genie?",{{omit}},{{omit}},{{omit}},15ee9502-3969-461c-b890-c1a35709893e,651;419
Player_1526_Marco1_START,4,0,1,4,START,,,False,Block,Normal,,,None(),,,,{{omit}},,,{{omit}},156;31
Player_1526_Marco1_3,4,3,1,4,,,"[lua(RandomElement(Variable[""MarcoGreeting""]))] . What can you tell me about this place? ",False,Block,Normal,,RandomizeNextEntry(),,,,"[lua(RandomElement(Variable[""MarcoGreeting""]))] . What can you tell me about this place? ",{{omit}},{{omit}},{{omit}},{{omit}},178;137
MARCO_1526_Marco1_4,4,4,4,1,,,It looks like we are in...1526,False,Block,Normal,,,,,,It looks like we are in...1526,{{omit}},{{omit}},{{omit}},{{omit}},234;255
Player_1526_Marco1_8,4,8,1,4,,,Ohhh...wow!,False,Block,Normal,,,,,,Ohhh...wow!,{{omit}},{{omit}},{{omit}},{{omit}},233;362
Player_1526_Marco_InitialConversation_START,5,0,1,4,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},160;30
Player_1526_Marco_InitialConversation_1,5,1,1,4,,,Siri… what’s the date? ,False,Block,Normal,,,SALSA(),This is the first real interaction with MARCO,,Siri… what’s the date? ,{{omit}},{{omit}},{{omit}},{{omit}},160;80
MARCO_1526_Marco_InitialConversation_2,5,2,4,1,,,"This is Marco, your personal assistant app!",False,Block,Normal,,,,First time responding - Kim has called you Siri,,"This is Marco, your personal assistant app!",{{omit}},{{omit}},{{omit}},{{omit}},160;130
Player_1526_Marco_InitialConversation_3,5,3,1,4,,,Right. Marco. Whatever.,False,Block,Normal,,,,,,Right. Marco. Whatever.,{{omit}},{{omit}},{{omit}},{{omit}},160;180
MARCO_1526_Marco_InitialConversation_4,5,4,4,1,,,"It’s not really a case of ‘whatever’. I’m the most advanced AI that’s been devised. I don’t even rely on wifi, which is pretty useful given where you’ve found yourself.",False,Block,Normal,,,,,,"It’s not really a case of ‘whatever’. I’m the most advanced AI that’s been devised. I don’t even rely on wifi, which is pretty useful given where you’ve found yourself.",{{omit}},{{omit}},{{omit}},{{omit}},160;230
Player_1526_Marco_InitialConversation_5,5,5,1,4,,,Where <i>have</i> I…,False,Block,Normal,,,,,,Where <i>have</i> I…,{{omit}},{{omit}},{{omit}},{{omit}},160;280
